bench,dpname,rw-fb-rand-1,rw-fb-rand-2,rw-fb-rand-3,rw-fb-rand-4,rw-fb-rand-5,rw-fb-pw-1,rw-fb-pw-2,rw-fb-pw-3,rw-fb-pw-4,rw-fb-pw-5,rw-BoW-Freq-rand-1,rw-BoW-Freq-rand-2,rw-BoW-Freq-rand-3,rw-BoW-Freq-rand-4,rw-BoW-Freq-rand-5,rw-BoW-Freq-pw-1,rw-BoW-Freq-pw-2,rw-BoW-Freq-pw-3,rw-BoW-Freq-pw-4,rw-BoW-Freq-pw-5,rw-LSTM-rand-1,rw-LSTM-pw-1,rw-LSTM-rand-2,rw-LSTM-pw-2,rw-LSTM-rand-3,rw-LSTM-pw-3,rw-LSTM-rand-4,rw-LSTM-pw-4,rw-LSTM-rand-5,rw-LSTM-pw-5,rw-GGNN-rand-1,rw-GGNN-rand-2,rw-GGNN-rand-3,rw-GGNN-rand-4,rw-GGNN-rand-5,rw-GGNN-pw-1,rw-GGNN-pw-2,rw-GGNN-pw-3,rw-GGNN-pw-4,rw-GGNN-pw-5
Susi,Susi.GetFileAtCommitID.53.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.GetFileAtCommitID.55.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.GetSkillJsonService.67.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.GetSkillJsonService.69.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.GetSkillJsonService.71.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.GroupListService.46.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.GroupListService$1.51.AbstractAPIHandler.doPost.truepositive.txt,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.JsonFile.95.SusiServer.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonFile.95.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonFile.96.SusiServer.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonFile.96.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonRepository.134.SusiServer.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonRepository.134.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonRepository.135.SusiServer.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonRepository.135.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonRepository.152.SusiServer.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonRepository.152.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonRepository.153.SusiServer.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonRepository.153.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonRepository.161.SusiServer.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonRepository.161.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonRepository.170.SusiServer.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonRepository.170.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonRepository.178.SusiServer.main.falsepositive.txt,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.JsonRepository.178.SusiSkill.main.falsepositive.txt,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.ModifySkillService.103.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.ModifySkillService.108.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.ModifySkillService.113.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Susi,Susi.ModifySkillService.125.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1
Susi,Susi.ModifySkillService.130.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.ModifySkillService.135.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.ModifySkillService.140.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1
Susi,Susi.ModifySkillService.191.AbstractAPIHandler.doPost.truepositive.txt,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
Susi,Susi.ModifySkillService.193.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
Susi,Susi.ModifySkillService.235.AbstractAPIHandler.doPost.truepositive.txt,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
Susi,Susi.ModifySkillService.271.AbstractAPIHandler.doPost.truepositive.txt,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1
Susi,Susi.ModifySkillService.273.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Susi,Susi.ModifySkillService.314.AbstractAPIHandler.doPost.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0
Susi,Susi.ModifySkillService.321.AbstractAPIHandler.doPost.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0
Susi,Susi.ModifySkillService.351.AbstractAPIHandler.doPost.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
Susi,Susi.RateSkillService.63.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.SusiMemory.254.SusiMind.main.falsepositive.txt,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.SusiMemory.254.SusiServer.main.falsepositive.txt,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Susi,Susi.SusiMemory.254.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Susi,Susi.SusiServer.311.SusiServer.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Susi,Susi.SusiServer.316.SusiServer.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.SusiServer.335.SusiServer.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.SusiServer.339.SusiServer.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.SusiSkill.423.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.SusiSkill.431.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.SusiSkill.436.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.SusiSkill.444.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.SusiSkill.457.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.SusiSkill.462.SusiSkill.main.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Susi,Susi.UndoDeleteSkillService.63.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.UndoDeleteSkillService.65.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.UndoDeleteSkillService.67.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.UndoDeleteSkillService.76.AbstractAPIHandler.doPost.truepositive.txt,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Susi,Susi.UndoDeleteSkillService.79.AbstractAPIHandler.doPost.truepositive.txt,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
UPM,UPM.DatabaseActions.391.DatabaseActions.openDatabase.truepositive.txt,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
UPM,UPM.Preferences.105.DatabaseActions.newDatabase.truepositive.txt,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
UPM,UPM.Preferences.138.Preferences.load.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
UPM,UPM.Preferences.147.Preferences.load.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
UPM,UPM.Preferences.160.DatabaseActions.newDatabase.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1
UPM,UPM.TestPasswordDatabase.48.TestPasswordDatabase.testOpenNonExistantFile.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
UPM,UPM.TestPasswordDatabase.52.TestPasswordDatabase.testOpenNonExistantFile.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
UPM,UPM.TestPasswordDatabase.65.TestPasswordDatabase.testOpenExistingDB.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
UPM,UPM.TestPasswordDatabase.71.TestPasswordDatabase.testOpenExistingDB.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
UPM,UPM.TestPasswordDatabase.80.TestPasswordDatabase.testAddAccount.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UPM,UPM.TestPasswordDatabase.94.TestPasswordDatabase.testAddAccount.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
UPM,UPM.TestPasswordDatabase.111.TestPasswordDatabase.testRemoveAccount.falsepositive.txt,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UPM,UPM.TestPasswordDatabase.130.TestPasswordDatabase.testRemoveAccount.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
UPM,UPM.TestPasswordDatabase.137.TestPasswordDatabase.testRemoveAccount.falsepositive.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
UPM,UPM.TestPasswordDatabase.156.TestPasswordDatabase.deleteFile.falsepositive.txt,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0
